start_year,buy_day,years,dca_cagr,dca_final,dca_maxdd,drop_pct,hyb_cagr,hyb_final,hyb_maxdd,hyb_events,diff_cagr,winner
2015,15,10.76249144421629,0.07259407256661166,276378.3405423836,0.3284205383378182,0.25,0.07331966717482441,278397.21830603114,0.2207473195722382,2,0.000725594608212754,HYBRID
2015,15,10.76249144421629,0.07259407256661166,276378.3405423836,0.3284205383378182,0.3,0.0716202081745545,273689.5560672983,0.19061115098133982,1,-0.0009738643920571555,DCA
2015,20,10.76249144421629,0.07261962869159078,276449.22107055347,0.32544077467643184,0.05,0.06947335791612774,267845.8405868696,0.3227443673329724,12,-0.0031462707754630337,DCA
2015,20,10.76249144421629,0.07261962869159078,276449.22107055347,0.32544077467643184,0.1,0.06950891705147666,267941.7032376407,0.3169658181279684,6,-0.0031107116401141166,DCA
2015,20,10.76249144421629,0.07261962869159078,276449.22107055347,0.32544077467643184,0.15,0.07215583628933153,275165.4439174803,0.31234684264002055,4,-0.00046379240225924434,DCA
2015,20,10.76249144421629,0.07261962869159078,276449.22107055347,0.32544077467643184,0.2,0.07225230077349099,275432.01128622977,0.21877078598564326,2,-0.00036732791809979126,DCA
2015,20,10.76249144421629,0.07261962869159078,276449.22107055347,0.32544077467643184,0.25,0.07331240283664164,278376.9400627108,0.21877078598564326,2,0.0006927741450508673,HYBRID
2015,20,10.76249144421629,0.07261962869159078,276449.22107055347,0.32544077467643184,0.3,0.07161354072590664,273671.22968932526,0.18893695528815171,1,-0.0010060879656841326,DCA
2015,25,10.76249144421629,0.07259964674089825,276393.799243199,0.33089678589757315,0.05,0.06931702685088781,267424.7619708426,0.32862457265525513,12,-0.003282619890010441,DCA
2015,25,10.76249144421629,0.07259964674089825,276393.799243199,0.33089678589757315,0.1,0.06925818885146251,267266.43707513093,0.3220556207005748,6,-0.0033414578894357394,DCA
2015,25,10.76249144421629,0.07259964674089825,276393.799243199,0.33089678589757315,0.15,0.07209165674201667,274988.22154193494,0.3170206437360942,4,-0.000507989998881575,DCA
2015,25,10.76249144421629,0.07259964674089825,276393.799243199,0.33089678589757315,0.2,0.07222210677146279,275348.5488165477,0.22297213340617994,2,-0.00037753996943545864,DCA
2015,25,10.76249144421629,0.07259964674089825,276393.799243199,0.33089678589757315,0.25,0.07328206440752694,278292.2654737255,0.22297213340617994,2,0.0006824176666286874,HYBRID
2015,25,10.76249144421629,0.07259964674089825,276393.799243199,0.33089678589757315,0.3,0.07126736593321192,272721.24959800986,0.19226583220353757,1,-0.0013322808076863257,DCA
2015,28,10.76249144421629,0.07252207919115472,276178.7538030926,0.33040062055452285,0.05,0.06924755572782115,267237.833887089,0.32663801794287994,12,-0.0032745234633335674,DCA
2015,28,10.76249144421629,0.07252207919115472,276178.7538030926,0.33040062055452285,0.1,0.06909545949239848,266828.9976011592,0.32028880913715546,6,-0.003426619698756239,DCA
2015,28,10.76249144421629,0.07252207919115472,276178.7538030926,0.33040062055452285,0.15,0.07204115602849614,274848.84404709045,0.3167671260796158,4,-0.00048092316265857527,DCA
2015,28,10.76249144421629,0.07252207919115472,276178.7538030926,0.33040062055452285,0.2,0.07217164564681999,275209.11503216164,0.22267756852223908,2,-0.0003504335443347273,DCA
2015,28,10.76249144421629,0.07252207919115472,276178.7538030926,0.33040062055452285,0.25,0.07323184682381023,278152.15948138176,0.22267756852223908,2,0.0007097676326555113,HYBRID
